sku,regime,best_model,mae,bias,score,model_rank,note
CID0_SID1_PID719_MGID6_CAT110-CAT257-CAT3205,Low-Low,WindowAverage,16.785714285714285,1.0714285714285714,17.857142857142858,1.0,
CID0_SID1_PID738_MGID6_CAT14-CAT228-CAT381,Low-Low,RandomWalkWithDrift,18.23809523809524,-3.571428571428572,21.80952380952381,1.0,
CID0_SID1_PID740_MGID2_CAT129-CAT276-CAT360,Low-Low,SeasonalExponentialSmoothingOptimized,41.348114152310856,-3.660118279010893,45.00823243132175,1.0,
CID0_SID1_PID74_MGID6_CAT121-CAT261-CAT316,Low-Low,HoltWinters,8.666673939415025,2.9807652078785885,11.647439147293614,1.0,
CID0_SID1_PID764_MGID5_CAT118-CAT280-CAT3111,Low-Low,WindowAverage,22.5,-0.3571428571428571,22.857142857142858,1.0,
CID0_SID1_PID765_MGID5_CAT118-CAT280-CAT3112,Low-Low,lightgbm,16.665370963510902,0.3448704015189468,17.01024136502985,1.0,
CID0_SID1_PID768_MGID0_CAT15-CAT25-CAT36,Low-High,SeasonalExponentialSmoothingOptimized,46.04064319155067,-4.336266775570465,50.376909967121136,1.0,
CID0_SID1_PID769_MGID6_CAT120-CAT268-CAT3176,Low-Low,HoltWinters,32.018586880418525,10.34559156192917,42.36417844234769,1.0,
CID0_SID1_PID76_MGID6_CAT18-CAT229-CAT3113,Low-Low,RandomWalkWithDrift,71.0,0.7142857142857143,71.71428571428571,1.0,
CID0_SID1_PID775_MGID6_CAT14-CAT228-CAT3167,Low-Low,Theta,59.26555151333589,0.3312839890385776,59.59683550237447,1.0,
CID0_SID1_PID783_MGID5_CAT122-CAT281-CAT356,Low-Low,OptimizedTheta,42.57097952290589,-6.277992408614874,48.848971931520765,1.0,
CID0_SID1_PID793_MGID3_CAT114-CAT240-CAT3146,Low-High,chronos2,39.77202933175223,-5.101170131138393,44.87319946289063,1.0,
CID0_SID1_PID796_MGID6_CAT14-CAT228-CAT31,Low-Low,DynamicTheta,111.35465409014698,1.712452715148698,113.06710680529568,1.0,
CID0_SID1_PID79_MGID6_CAT14-CAT228-CAT310,Low-Low,lightgbm,10.752592875471018,-1.1841096804773394,11.936702555948358,1.0,
CID0_SID1_PID7_MGID2_CAT131-CAT279-CAT3228,Low-Low,HistoricAverage,11.428571428571429,0.9962406015037584,12.424812030075188,1.0,
CID0_SID1_PID806_MGID6_CAT121-CAT264-CAT3184,Low-Low,WindowAverage,24.285714285714285,-2.857142857142857,27.142857142857142,1.0,
CID0_SID1_PID810_MGID6_CAT14-CAT228-CAT3168,Low-Low,WindowAverage,47.142857142857146,2.142857142857143,49.28571428571429,1.0,
CID0_SID1_PID816_MGID4_CAT127-CAT20-CAT30,Low-Low,CrostonClassic,10.537066380827644,-1.6039879685450231,12.141054349372666,1.0,
CID0_SID1_PID822_MGID6_CAT120-CAT250-CAT3183,Low-Low,CrostonSBA,30.67594019651509,0.4458670898913287,31.12180728640642,1.0,
CID0_SID1_PID829_MGID3_CAT111-CAT235-CAT371,Low-Low,chronos2,13.020542825971331,-3.832501956394741,16.853044782366073,1.0,
CID0_SID1_PID830_MGID1_CAT17-CAT216-CAT344,Low-High,CrostonClassic,26.42857142857144,-4.625413755209165,31.0539851837806,1.0,
CID0_SID1_PID834_MGID0_CAT128-CAT272-CAT3154,Low-Low,RandomWalkWithDrift,116.95238095238096,-76.2857142857143,193.23809523809527,1.0,
CID0_SID1_PID841_MGID2_CAT10-CAT213-CAT327,Low-Low,Naive,12.857142857142858,1.4285714285714286,14.285714285714286,1.0,
CID0_SID1_PID843_MGID6_CAT14-CAT228-CAT3167,Low-Low,SeasonalExponentialSmoothingOptimized,26.08135381504448,-2.46783920599582,28.5491930210403,1.0,
CID0_SID1_PID847_MGID6_CAT120-CAT250-CAT3229,Low-Low,Holt,15.072163553601351,-3.004629665819178,18.07679321942053,1.0,
CID0_SID1_PID858_MGID5_CAT115-CAT243-CAT311,Low-High,Naive,10.714285714285714,-2.142857142857143,12.857142857142856,1.0,
CID0_SID1_PID90_MGID6_CAT14-CAT253-CAT377,Low-High,WindowAverage,113.57142857142856,-15.357142857142858,128.92857142857142,1.0,
CID0_SID1_PID94_MGID6_CAT14-CAT228-CAT3216,Low-Low,WindowAverage,30.0,-11.428571428571429,41.42857142857143,1.0,
CID0_SID1_PID99_MGID6_CAT18-CAT229-CAT3115,Low-Low,WindowAverage,33.57142857142857,-13.214285714285714,46.785714285714285,1.0,
CID0_SID1_PID9_MGID2_CAT131-CAT279-CAT3232,Low-Low,SimpleExponentialSmoothingOptimized,19.427493183539266,-2.6390832852445567,22.06657646878382,1.0,
CID0_SID2_PID104_MGID6_CAT120-CAT250-CAT32,Low-Low,HoltWinters,54.63820730480289,0.8647721476746304,55.50297945247752,1.0,
CID0_SID2_PID115_MGID6_CAT110-CAT233-CAT3181,Low-High,SeasonalExponentialSmoothingOptimized,19.4752965787653,-4.619005853392285,24.094302432157583,1.0,
CID0_SID2_PID118_MGID6_CAT14-CAT228-CAT3180,Low-Low,SeasonalExponentialSmoothingOptimized,27.79538420794287,0.430361826140178,28.22574603408305,1.0,
CID0_SID2_PID11_MGID5_CAT118-CAT280-CAT386,Low-Low,DynamicOptimizedTheta,12.142857142857142,-0.0588115745824698,12.201668717439611,1.0,
CID0_SID2_PID122_MGID6_CAT120-CAT268-CAT3127,Low-Low,OptimizedTheta,82.41259288344945,-61.95276487452424,144.3653577579737,1.0,
CID0_SID2_PID127_MGID6_CAT120-CAT258-CAT3172,Low-Low,chronos2,26.71504810878209,-0.0697299412318638,26.78477805001395,1.0,
CID0_SID2_PID129_MGID6_CAT110-CAT233-CAT3181,Low-High,SeasonalExponentialSmoothingOptimized,34.87654915704686,-1.808011031766132,36.684560188813,1.0,
CID0_SID2_PID12_MGID5_CAT118-CAT280-CAT386,Low-Low,WindowAverage,13.928571428571429,-6.071428571428571,20.0,1.0,
CID0_SID2_PID135_MGID6_CAT14-CAT228-CAT3167,Low-Low,Theta,13.50357142857143,0.0424733183610785,13.546044746932507,1.0,
CID0_SID2_PID136_MGID6_CAT14-CAT228-CAT3161,Low-Low,WindowAverage,8.571428571428571,-1.4285714285714286,10.0,1.0,
CID0_SID2_PID140_MGID6_CAT14-CAT228-CAT310,Low-Low,Holt,19.07533532715331,-0.7531145799651462,19.828449907118458,1.0,
CID0_SID2_PID145_MGID5_CAT118-CAT280-CAT3110,Low-Low,CrostonSBA,11.26037851940758,-0.2315323249306123,11.491910844338191,1.0,
CID0_SID2_PID150_MGID6_CAT18-CAT229-CAT3116,Low-Low,SeasonalExponentialSmoothingOptimized,26.55319553651263,-16.47523342757108,43.02842896408371,1.0,
CID0_SID2_PID16_MGID6_CAT18-CAT229-CAT3113,Low-Low,Holt,11.254634692163489,3.7738595658595,15.028494258022986,1.0,
CID0_SID2_PID181_MGID5_CAT118-CAT280-CAT3112,Low-Low,SimpleExponentialSmoothingOptimized,22.3117987648,0.4683056393143029,22.7801044041143,1.0,
CID0_SID2_PID193_MGID6_CAT18-CAT229-CAT3114,Low-Low,CrostonSBA,23.57452155247673,-1.0606031377600138,24.635124690236747,1.0,
CID0_SID2_PID194_MGID5_CAT118-CAT280-CAT3109,Low-Low,Holt,35.469611585882284,-0.8410324581480749,36.31064404403036,1.0,
CID0_SID2_PID19_MGID6_CAT14-CAT228-CAT381,Low-Low,HistoricAverage,41.8421052631579,-2.124060150375941,43.96616541353384,1.0,
CID0_SID2_PID200_MGID6_CAT18-CAT229-CAT3113,Low-Low,HistoricAverage,16.842105263157894,-1.3909774436090256,18.23308270676692,1.0,
CID0_SID2_PID201_MGID6_CAT18-CAT229-CAT3113,Low-Low,OptimizedTheta,23.68084860158425,0.2982575477132556,23.979106149297504,1.0,
CID0_SID2_PID207_MGID6_CAT14-CAT228-CAT3179,Low-Low,HoltWinters,37.40488270048122,1.4252022126610078,38.83008491314222,1.0,
CID0_SID2_PID212_MGID6_CAT120-CAT250-CAT3229,Low-Low,OptimizedTheta,21.519799349292665,0.4724272650995585,21.992226614392223,1.0,
CID0_SID2_PID213_MGID6_CAT14-CAT228-CAT381,Low-Low,DynamicOptimizedTheta,15.010182782094304,0.0119030980743468,15.022085880168651,1.0,
CID0_SID2_PID215_MGID6_CAT14-CAT228-CAT3149,Low-Low,SimpleExponentialSmoothingOptimized,49.556278047661486,-1.677482237798147,51.23376028545963,1.0,
CID0_SID2_PID216_MGID6_CAT121-CAT264-CAT3123,Low-Low,CrostonSBA,27.857142857142858,0.4875910203018817,28.34473387744474,1.0,
CID0_SID2_PID21_MGID6_CAT14-CAT228-CAT381,Low-Low,CrostonClassic,28.391283706826723,1.7019355975350428,30.093219304361767,1.0,
CID0_SID2_PID220_MGID6_CAT18-CAT229-CAT3113,Low-Low,Holt,9.999781889175608,-1.0937263417592848,11.093508230934892,1.0,
CID0_SID2_PID223_MGID6_CAT120-CAT258-CAT3172,Low-Low,HistoricAverage,31.80451127819549,7.368421052631589,39.17293233082708,1.0,
CID0_SID2_PID23_MGID6_CAT14-CAT253-CAT358,Low-Low,RandomWalkWithDrift,36.285714285714285,-19.71428571428572,56.0,1.0,
CID0_SID2_PID240_MGID6_CAT14-CAT228-CAT3180,Low-Low,Holt,52.61575447493538,-34.65429072507295,87.27004520000833,1.0,
CID0_SID2_PID250_MGID5_CAT116-CAT227-CAT397,Low-Low,RandomWalkWithDrift,14.333333333333334,-0.7142857142857137,15.047619047619047,1.0,
CID0_SID2_PID26_MGID6_CAT14-CAT253-CAT3156,Low-Low,CrostonClassic,17.349536384777,-2.1519487752909305,19.50148516006793,1.0,
CID0_SID2_PID27_MGID6_CAT14-CAT228-CAT310,Low-High,DynamicOptimizedTheta,10.771452085017968,-1.114450309411487,11.885902394429454,1.0,
CID0_SID2_PID290_MGID5_CAT116-CAT225-CAT3105,Low-Low,Naive,36.71428571428572,-0.1428571428571428,36.85714285714286,1.0,
CID0_SID2_PID291_MGID5_CAT116-CAT227-CAT398,Low-Low,HoltWinters,21.71842462805137,1.4507702310575417,23.16919485910892,1.0,
CID0_SID2_PID292_MGID5_CAT116-CAT227-CAT3104,Low-Low,chronos2,35.43684714181082,27.313066755022323,62.74991389683315,1.0,
CID0_SID2_PID300_MGID6_CAT120-CAT250-CAT324,Low-Low,RandomWalkWithDrift,148.17142857142855,-45.14285714285715,193.3142857142857,1.0,
CID0_SID2_PID321_MGID5_CAT118-CAT280-CAT3109,Low-Low,HistoricAverage,15.714285714285714,2.5357142857142856,18.25,1.0,
CID0_SID2_PID345_MGID5_CAT116-CAT226-CAT396,Low-Low,SeasonalExponentialSmoothingOptimized,17.287960563484358,-0.3600267209296827,17.64798728441404,1.0,
CID0_SID2_PID363_MGID6_CAT14-CAT253-CAT377,Low-Low,CrostonSBA,35.30757760323721,4.647950182758821,39.95552778599603,1.0,
CID0_SID2_PID379_MGID2_CAT129-CAT276-CAT3231,Low-High,SeasonalNaive,25.714285714285715,5.714285714285714,31.42857142857143,1.0,
CID0_SID2_PID41_MGID6_CAT14-CAT253-CAT377,Low-High,HistoricAverage,48.796992481203006,-34.14473684210526,82.94172932330827,1.0,
CID0_SID2_PID422_MGID5_CAT116-CAT225-CAT3101,Low-High,WindowAverage,21.071428571428573,-1.0714285714285714,22.142857142857142,1.0,
CID0_SID2_PID452_MGID2_CAT129-CAT276-CAT360,Low-Low,WindowAverage,20.714285714285715,-0.3571428571428571,21.071428571428573,1.0,
CID0_SID2_PID473_MGID1_CAT17-CAT217-CAT346,Low-Low,HoltWinters,14.93687337676925,2.5308285490074303,17.46770192577668,1.0,
CID0_SID2_PID486_MGID6_CAT120-CAT268-CAT363,Low-Low,CrostonSBA,35.6224176097496,27.89274734840929,63.51516495815889,1.0,
CID0_SID2_PID496_MGID5_CAT116-CAT225-CAT3101,Low-Low,Holt,19.795832132959585,-5.562539923050094,25.35837205600968,1.0,
CID0_SID2_PID4_MGID2_CAT129-CAT278-CAT382,Low-High,Naive,83.57142857142857,0.7142857142857143,84.28571428571428,1.0,
CID0_SID2_PID500_MGID6_CAT14-CAT228-CAT3179,Low-High,chronos2,14.71936525617327,-1.6552848815917969,16.374650137765066,1.0,
CID0_SID2_PID549_MGID2_CAT131-CAT279-CAT3230,Low-Low,CrostonClassic,32.82539421726811,0.4682630967044576,33.29365731397257,1.0,
CID0_SID2_PID554_MGID6_CAT14-CAT228-CAT3168,Low-Low,Naive,27.857142857142858,3.571428571428572,31.42857142857143,1.0,
CID0_SID2_PID556_MGID5_CAT116-CAT225-CAT394,Low-High,OptimizedTheta,12.2799582954029,2.912335509727456,15.192293805130356,1.0,
CID0_SID2_PID567_MGID6_CAT120-CAT250-CAT359,Low-Low,HoltWinters,19.024203816244192,-0.966220178331302,19.99042399457549,1.0,
CID0_SID2_PID578_MGID6_CAT14-CAT253-CAT358,Low-Low,CrostonSBA,27.50785376738525,1.7307379140175894,29.23859168140284,1.0,
CID0_SID2_PID580_MGID2_CAT129-CAT276-CAT360,Low-Low,DynamicOptimizedTheta,73.75209396180672,10.989471723466377,84.7415656852731,1.0,
CID0_SID2_PID58_MGID5_CAT115-CAT242-CAT389,Low-Low,CrostonSBA,18.20046337231062,-0.04837819691285,18.24884156922347,1.0,
CID0_SID2_PID600_MGID2_CAT129-CAT278-CAT3157,Low-Low,WindowAverage,77.14285714285714,-65.71428571428571,142.85714285714283,1.0,
CID0_SID2_PID633_MGID5_CAT116-CAT225-CAT3105,Low-Low,CrostonSBA,12.98749193726111,8.399385948847348,21.38687788610845,1.0,
CID0_SID2_PID634_MGID5_CAT116-CAT225-CAT399,Low-Low,WindowAverage,8.214285714285714,-3.928571428571429,12.142857142857142,1.0,
CID0_SID2_PID635_MGID5_CAT116-CAT227-CAT3104,Low-Low,WindowAverage,15.0,0.0,15.0,1.0,
CID0_SID2_PID638_MGID5_CAT116-CAT225-CAT394,Low-Low,Holt,18.36576576022726,2.2808146193880314,20.64658037961529,1.0,
CID0_SID2_PID644_MGID4_CAT123-CAT210-CAT317,Low-Low,CrostonClassic,24.088308774036697,0.380509280557009,24.468818054593708,1.0,
CID0_SID2_PID645_MGID6_CAT124-CAT269-CAT3139,Low-High,WindowAverage,42.0,-8.0,50.0,1.0,
CID0_SID2_PID650_MGID6_CAT110-CAT233-CAT3160,Low-High,CrostonClassic,21.428571428571423,0.0934907079329333,21.52206213650436,1.0,
CID0_SID2_PID670_MGID2_CAT131-CAT279-CAT3227,Low-Low,HoltWinters,20.128835273316124,0.635264549762954,20.76409982307908,1.0,
CID0_SID2_PID686_MGID2_CAT10-CAT221-CAT3221,Low-Low,chronos2,11.988862446376256,1.949472972324916,13.938335418701172,1.0,
CID0_SID2_PID691_MGID6_CAT121-CAT264-CAT319,Low-Low,WindowAverage,120.0,-12.857142857142858,132.85714285714286,1.0,
CID0_SID2_PID6_MGID6_CAT120-CAT250-CAT3170,Low-Low,HoltWinters,36.86519969485119,-1.7428289988349153,38.6080286936861,1.0,
CID0_SID2_PID70_MGID6_CAT14-CAT228-CAT381,Low-Low,chronos2,85.5773446219308,-5.505000523158482,91.08234514508928,1.0,
CID0_SID2_PID715_MGID6_CAT110-CAT238-CAT3190,Low-Low,CrostonClassic,34.68060358084632,-2.189316038466447,36.86991961931277,1.0,
CID0_SID2_PID719_MGID6_CAT110-CAT257-CAT3205,Low-Low,WindowAverage,17.357142857142858,0.2142857142857142,17.571428571428573,1.0,
CID0_SID2_PID728_MGID6_CAT120-CAT258-CAT374,Low-Low,Holt,21.46753176368835,-5.435068041454154,26.902599805142504,1.0,
CID0_SID2_PID76_MGID6_CAT18-CAT229-CAT3113,Low-Low,Holt,43.54310996780045,-3.3986330273782235,46.94174299517867,1.0,
CID0_SID2_PID774_MGID6_CAT14-CAT253-CAT377,Low-Low,Naive,36.42857142857143,3.571428571428572,40.0,1.0,
CID0_SID2_PID775_MGID6_CAT14-CAT228-CAT3167,Low-Low,HistoricAverage,64.4360902255639,2.4812030075187983,66.9172932330827,1.0,
CID0_SID2_PID77_MGID6_CAT18-CAT229-CAT3113,Low-Low,chronos2,24.279197147914346,0.2114731924874442,24.490670340401785,1.0,
CID0_SID2_PID783_MGID5_CAT122-CAT281-CAT356,Low-Low,WindowAverage,38.92857142857143,0.3571428571428571,39.285714285714285,1.0,
CID0_SID2_PID802_MGID0_CAT15-CAT27-CAT366,Low-High,HistoricAverage,66.74812030075189,-12.951127819548883,79.69924812030078,1.0,
CID0_SID2_PID829_MGID3_CAT111-CAT235-CAT371,Low-Low,Naive,21.428571428571427,8.571428571428571,30.0,1.0,
CID0_SID2_PID834_MGID0_CAT128-CAT272-CAT3154,Low-Low,Holt,54.711867319381966,-37.956205148918585,92.66807246830056,1.0,
CID0_SID2_PID843_MGID6_CAT14-CAT228-CAT3167,Low-Low,lightgbm,16.72842873599509,-2.229648804294808,18.9580775402899,1.0,
CID0_SID2_PID93_MGID6_CAT121-CAT261-CAT3223,Low-Low,Theta,16.598306805975977,-0.042550410171021,16.640857216146998,1.0,
CID0_SID8_PID411_MGID0_CAT128-CAT272-CAT3218,Low-High,Holt,39.34180909139396,-0.4776973866143724,39.819506478008336,1.0,
CID0_SID8_PID90_MGID6_CAT14-CAT253-CAT377,High-High,SeasonalExponentialSmoothingOptimized,45.79869826459655,12.41364429640701,58.21234256100355,1.0,
